# Datenexport DiDok 3.0
# Verkehrspunktelemente actual date
# Erstellt am: 30.03.2020 23:04:08
# Bei Fragen zu den Daten wenden Sie sich an Fachstelle DiDok <didok@sbb.ch>
# (c) Fachstelle DiDok
############################################################################
SLOID;DS_NUMMER;DS_LAENDERCODE;GUELTIG_VON;GUELTIG_BIS;BEZEICHNUNG;BEZEICHNUNG_BETRIEBLICH;LAENGE;KANTENHOEHE;KOMPASSRICHTUNG;BPVE_ID;BPVE_TYPE;HALTEBEREICH_TYPE;E_LV95;N_LV95;Z_LV95;E_LV03;N_LV03;Z_LV03;E_WGS84;N_WGS84;Z_WGS84;DIDOK_CODE;GEAENDERT_AM;DS_SLOID;DS_BEZEICHNUNG_OFFIZIELL;DS_GO_IDENTIFIKATION;DS_GO_NUMMER;DS_GO_ABKUERZUNG_DE;DS_GO_ABKUERZUNG_FR;DS_GO_ABKUERZUNG_IT;DS_GO_ABKUERZUNG_EN
ch:1:sloid:93079:0:532882;93079;85;2020-01-06;2099-12-31;;cado00;15;15;40;;0;0;2508133.43;1118210.14;-9999;508134.0;118210.0;-9999;6.24828006;46.20905791;-9999;85930792;2019-12-06 08:30:40;ch:1:sloid:93079;Presinge, Cara-Douane;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93080:0:983935;93080;85;2020-01-06;2099-12-31;;born01;15;13;230;;0;0;2507885.42;1118004.14;-9999;507886.0;118004.0;-9999;6.24510766;46.20717113;-9999;85930800;2019-12-06 08:30:44;ch:1:sloid:93080;Presinge, Bornes;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93080:0:303523;93080;85;2020-01-06;2099-12-31;;born00;15;12;70;;0;0;2507875.42;1117986.14;-9999;507876.0;117986.0;-9999;6.24498166;46.20700787;-9999;85930800;2019-12-06 08:30:42;ch:1:sloid:93080;Presinge, Bornes;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93158:0:196305;93158;85;2020-01-06;2099-12-31;;flor01;20;11;310;;0;0;2497585.34;1119814.16;-9999;497586.0;119814.0;-9999;6.11127527;46.2219606;-9999;85931584;2019-12-06 08:34:10;ch:1:sloid:93158;Vernier, Floralies;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93158:0:86125;93158;85;2020-01-06;2099-12-31;;flor00;33;17;127;;0;0;2497647.34;1119734.17;-9999;497648.0;119734.0;-9999;6.11209632;46.22125053;-9999;85931584;2019-12-06 08:34:09;ch:1:sloid:93158;Vernier, Floralies;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:91107:2:11;91107;85;2019-07-21;2099-12-31;;11;;10;271;ch:1:sloid:91107:2;0;0;2686699;1245912;-9999;686698.11;245912.2;-9999;8.58626034;47.35835284;-9999;85911073;2020-02-13 08:34:55;ch:1:sloid:91107;Zürich, Zentrum Witikon;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91107:3:80;91107;85;2019-07-21;2099-12-31;;80;;;0;ch:1:sloid:91107:3;0;0;2686842;1245868;-9999;686841.11;245868.2;-9999;8.58814443;47.35793831;-9999;85911073;2020-02-13 08:34:57;ch:1:sloid:91107;Zürich, Zentrum Witikon;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91107:1:10;91107;85;2019-07-21;2099-12-31;;10;;11;86;ch:1:sloid:91107:1;0;0;2686793;1245896;-9999;686792.11;245896.2;-9999;8.58750134;47.35819657;-9999;85911073;2020-02-13 08:34:52;ch:1:sloid:91107;Zürich, Zentrum Witikon;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91107:3;91107;85;2019-07-21;2099-12-31;Baustelle;;;;;;1;0;;;;;;;;;;85911073;2019-07-24 07:22:40;ch:1:sloid:91107;Zürich, Zentrum Witikon;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91107:2;91107;85;2019-07-21;2099-12-31;Bus 31,91,700er;;;;;;1;0;;;;;;;;;;85911073;2019-07-24 07:22:39;ch:1:sloid:91107;Zürich, Zentrum Witikon;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91107:1;91107;85;2019-07-21;2099-12-31;Bus 31,91,700er;;;;;;1;0;;;;;;;;;;85911073;2019-07-24 07:22:38;ch:1:sloid:91107;Zürich, Zentrum Witikon;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:93049:0:205837;93049;85;2020-01-06;2099-12-31;;sjdo01;15;22;;;0;0;2495738.22;1111923.43;-9999;495738.9;111923.3;-9999;6.08910137;46.15070529;-9999;85930495;2019-12-06 08:29:32;ch:1:sloid:93049;Saint-Julien, douane;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93049:0:34906;93049;85;2020-01-06;2099-12-31;;sjdo00;15;22;;;0;0;2495736.41;1111942.53;-9999;495737.1;111942.4;-9999;6.08907382;46.1508768;-9999;85930495;2019-12-06 08:29:31;ch:1:sloid:93049;Saint-Julien, douane;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:94956:0:47641;94956;85;2020-01-06;2099-12-31;;sjga00;25;10;163;;0;0;2495421.31;1111047.12;-9999;495422.0;111047.0;-9999;6.08519617;46.14277438;-9999;85949560;2019-12-06 08:38:48;ch:1:sloid:94956;Saint-Julien-en-Genevois, gare;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:94956:0:590405;94956;85;2020-01-06;2099-12-31;;sjga01;45;10;343;;0;0;2495416.31;1111093.12;-9999;495417.0;111093.0;-9999;6.08512119;46.14318735;-9999;85949560;2019-12-06 08:38:49;ch:1:sloid:94956;Saint-Julien-en-Genevois, gare;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:95047:0:315068;95047;85;2020-01-06;2099-12-31;;dsta01;15;14;236;;0;0;2494305.31;1110886.12;-9999;494306.0;110886.0;-9999;6.07079222;46.14115191;-9999;85950477;2019-12-06 08:40:35;ch:1:sloid:95047;Saint-Julien, Lycée de Staël;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:94957:0:78048;94957;85;2020-01-06;2099-12-31;;aran00;15;17;306;;0;0;2495021.31;1110787.12;-9999;495022.0;110787.0;-9999;6.08007876;46.14037358;-9999;85949578;2019-12-06 08:38:50;ch:1:sloid:94957;Saint-Julien, Arande;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:94957:0:593139;94957;85;2020-01-06;2099-12-31;;aran01;15;17;85;;0;0;2495070.31;1110756.12;-9999;495071.0;110756.0;-9999;6.08071971;46.1401024;-9999;85949578;2019-12-06 08:38:52;ch:1:sloid:94957;Saint-Julien, Arande;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:95552:0:858409;95552;85;2020-01-06;2099-12-31;;rfei00;20;15;170;;0;0;2494919.31;1110401.12;-9999;494920.0;110401.0;-9999;6.07884571;46.13688587;-9999;85955526;2019-12-06 08:41:41;ch:1:sloid:95552;Saint-Julien, Route Feigères;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:95553:0:852368;95553;85;2020-01-06;2099-12-31;;rmug01;10;21;320;;0;0;2495036.31;1110409.12;-9999;495037.0;110409.0;-9999;6.08035765;46.13697609;-9999;85955534;2019-12-06 08:41:43;ch:1:sloid:95553;Saint-Julien, Rue des Muguets;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:94958:0:793200;94958;85;2020-01-06;2099-12-31;;cerv01;20;25;303;;0;0;2495528.32;1109941.12;-9999;495529.0;109941.0;-9999;6.08682769;46.13284336;-9999;85949586;2019-12-06 08:38:54;ch:1:sloid:94958;Saint-Julien, Cervonne;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:94958:0:996842;94958;85;2020-01-06;2099-12-31;;cerv00;20;25;119;;0;0;2495496.32;1109943.12;-9999;495497.0;109943.0;-9999;6.08641326;46.13285637;-9999;85949586;2019-12-06 08:38:53;ch:1:sloid:94958;Saint-Julien, Cervonne;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:95327:0:659968;95327;85;2020-01-06;2099-12-31;;sjlh01;15;12;201;;0;0;2496896.33;1110858.14;-9999;496897.0;110858.0;-9999;6.10432374;46.14130221;-9999;85953273;2019-12-06 08:41:11;ch:1:sloid:95327;Saint-Julien, Lathoy hameau;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:95327:0:576612;95327;85;2020-01-06;2099-12-31;;sjlh00;;;21;;0;0;2496909.33;1110884.14;-9999;496910.0;110884.0;-9999;6.10448624;46.14153806;-9999;85953273;2019-12-06 08:41:09;ch:1:sloid:95327;Saint-Julien, Lathoy hameau;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:94959:0:265885;94959;85;2020-01-06;2099-12-31;;casi01;20;11;343;;0;0;2495844.32;1109359.12;-9999;495845.0;109359.0;-9999;6.09104534;46.12765766;-9999;85949594;2019-12-06 08:38:57;ch:1:sloid:94959;Saint-Julien, Casino;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:94959:0:912126;94959;85;2020-01-06;2099-12-31;;casi00;20;15;163;;0;0;2495774.32;1109490.12;-9999;495775.0;109490.0;-9999;6.09011065;46.12882507;-9999;85949594;2019-12-06 08:38:55;ch:1:sloid:94959;Saint-Julien, Casino;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:90542:1:51;90542;85;2019-07-21;2099-12-31;;51;;12;138;ch:1:sloid:90542:1;0;0;2689175;1252027;-9999;689174.09;252027.18;-9999;8.62024911;47.41301594;-9999;85905422;2020-02-13 07:40:45;ch:1:sloid:90542;Dietlikon, Dübendorferstrasse;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90542:1:50;90542;85;2019-07-21;2099-12-31;;50;;12;137;ch:1:sloid:90542:1;0;0;2689187;1252006;-9999;689186.09;252006.18;-9999;8.6204039;47.41282546;-9999;85905422;2020-02-13 07:40:43;ch:1:sloid:90542;Dietlikon, Dübendorferstrasse;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:90542:1;90542;85;2019-07-21;2099-12-31;Bus 748,787;;;;;;1;0;;;;;;;;;;85905422;2019-07-24 07:06:32;ch:1:sloid:90542;Dietlikon, Dübendorferstrasse;100575;773;VBG;VBG;VBG;VBG
ch:1:sloid:93224:0:964580;93224;85;2020-01-06;2099-12-31;;gxgc01;20;15;237;;0;0;2494435.32;1132529.64;-9999;494436.0;132529.0;-9999;6.06757312;46.33583938;-9999;85932244;2019-12-06 08:37:07;ch:1:sloid:93224;Gex, Georges Charpak (F);100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93224:0:903616;93224;85;2020-01-06;2099-12-31;;gxgc00;20;12;57;;0;0;2494396.32;1132496.64;-9999;494397.0;132496.0;-9999;6.0670742;46.33553643;-9999;85932244;2019-12-06 08:37:06;ch:1:sloid:93224;Gex, Georges Charpak (F);100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92716:0:942939;92716;85;2020-01-06;2099-12-31;;strc01;15;13;206;;0;0;2503769.4;1116392.23;-9999;503770.0;116392.0;-9999;6.19211708;46.19209621;-9999;85927160;2019-12-06 08:15:34;ch:1:sloid:92716;Chêne-Bourg, Stade Trois-Chêne;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92716:0:857355;92716;85;2020-01-06;2099-12-31;;strc00;20;15;26;;0;0;2503772.4;1116379.23;-9999;503773.0;116379.0;-9999;6.19215861;46.19197972;-9999;85927160;2019-12-06 08:15:33;ch:1:sloid:92716;Chêne-Bourg, Stade Trois-Chêne;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92709:0:298702;92709;85;2020-01-06;2099-12-31;;peil03;13;15;236;;0;0;2503938.4;1116602.23;-9999;503939.0;116602.0;-9999;6.19426265;46.19400914;-9999;85927095;2019-12-06 08:15:13;ch:1:sloid:92709;Chêne-Bourg, Peillonnex;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92709:0:759026;92709;85;2020-01-06;2099-12-31;;peil02;11;14;39;;0;0;2503963.4;1116614.23;-9999;503964.0;116614.0;-9999;6.19458397;46.19412065;-9999;85927095;2019-12-06 08:15:12;ch:1:sloid:92709;Chêne-Bourg, Peillonnex;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92709:0:617681;92709;85;2020-01-06;2099-12-31;;peil01;52;22;285;;0;0;2504072.4;1116618.22;-9999;504073.0;116618.0;-9999;6.19599489;46.19417218;-9999;85927095;2019-12-06 08:15:11;ch:1:sloid:92709;Chêne-Bourg, Peillonnex;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92709:0:442857;92709;85;2020-01-06;2099-12-31;;peil00;52;24;105;;0;0;2504114.4;1116594.23;-9999;504115.0;116594.0;-9999;6.19654379;46.19396231;-9999;85927095;2019-12-06 08:15:10;ch:1:sloid:92709;Chêne-Bourg, Peillonnex;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92715:0:605689;92715;85;2020-01-06;2099-12-31;;slou00;20;12;49;;0;0;2504421.4;1117457.2;-9999;504422.0;117457.0;-9999;6.20034333;46.20176805;-9999;85927152;2019-12-06 08:15:29;ch:1:sloid:92715;Chêne-Bourg, Saut-du-Loup;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92715:0:935074;92715;85;2020-01-06;2099-12-31;;slou01;17;17;227;;0;0;2504382.4;1117432.2;-9999;504383.0;117432.0;-9999;6.19984327;46.20153764;-9999;85927152;2019-12-06 08:15:31;ch:1:sloid:92715;Chêne-Bourg, Saut-du-Loup;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92711:0:367709;92711;85;2020-01-06;2099-12-31;;pbal05;;;;;0;0;2504691.4;1117690.09;-9999;504692.0;117689.9;-9999;6.20379325;46.20390113;-9999;85927111;2019-12-06 08:15:21;ch:1:sloid:92711;Chêne-Bourg, Petit-Bel-Air;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92711:0:608891;92711;85;2020-01-06;2099-12-31;;pbal04;;;;;0;0;2504696.3;1117685.0;-9999;504696.9;117684.8;-9999;6.20385777;46.20385596;-9999;85927111;2019-12-06 08:15:19;ch:1:sloid:92711;Chêne-Bourg, Petit-Bel-Air;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92711:0:288900;92711;85;2020-01-06;2099-12-31;;pbal01;18;15;49;;0;0;2504634.4;1117635.2;-9999;504635.0;117635.0;-9999;6.20306609;46.20339926;-9999;85927111;2019-12-06 08:15:16;ch:1:sloid:92711;Chêne-Bourg, Petit-Bel-Air;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92711:0:760882;92711;85;2020-01-06;2099-12-31;;pbal03;64;11;170;;0;0;2504637.4;1117740.19;-9999;504638.0;117740.0;-9999;6.2030835;46.20434408;-9999;85927111;2019-12-06 08:15:18;ch:1:sloid:92711;Chêne-Bourg, Petit-Bel-Air;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92711:0:483975;92711;85;2020-01-06;2099-12-31;;pbal02;15;13;229;;0;0;2504613.4;1117624.2;-9999;504614.0;117624.0;-9999;6.2027963;46.20329735;-9999;85927111;2019-12-06 08:15:17;ch:1:sloid:92711;Chêne-Bourg, Petit-Bel-Air;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92711:0:37662;92711;85;2020-01-06;2099-12-31;;pbal00;25;10;348;;0;0;2504651.4;1117714.19;-9999;504652.0;117714.0;-9999;6.20327017;46.20411222;-9999;85927111;2019-12-06 08:15:15;ch:1:sloid:92711;Chêne-Bourg, Petit-Bel-Air;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:3565:1:51;3565;85;2019-07-21;2099-12-31;;51;;16;210;ch:1:sloid:3565:1;0;0;2697441;1246062;-9999;697440.1;246062.2;-9999;8.72846064;47.35820122;-9999;85035659;2020-02-13 06:07:15;ch:1:sloid:3565;Uster, Buchholz;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:3565:1:50;3565;85;2019-07-21;2099-12-31;;50;;16;31;ch:1:sloid:3565:1;0;0;2697494;1246124;-9999;697493.1;246124.2;-9999;8.72917557;47.35875096;-9999;85035659;2020-02-13 06:07:12;ch:1:sloid:3565;Uster, Buchholz;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:3565:1;3565;85;2019-07-21;2099-12-31;Bus 827,830;;;;;;1;0;;;;;;;;;;85035659;2019-07-24 06:25:27;ch:1:sloid:3565;Uster, Buchholz;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:91438:2:51;91438;85;2019-07-21;2099-12-31;;51;;16;336;ch:1:sloid:91438:2;0;0;2686608;1245974;-9999;686607.11;245974.2;-9999;8.58506794;47.35892239;-9999;85914382;2020-02-13 09:20:04;ch:1:sloid:91438;Zürich, Buchzelgstrasse;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91438:1:50;91438;85;2019-07-21;2099-12-31;;50;;16;261;ch:1:sloid:91438:1;0;0;2686644;1246060;-9999;686643.11;246060.2;-9999;8.58556104;47.35969108;-9999;85914382;2020-02-13 09:20:01;ch:1:sloid:91438;Zürich, Buchzelgstrasse;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91438:2;91438;85;2019-07-21;2099-12-31;Bus 91;;;;;;1;0;;;;;;;;;;85914382;2019-07-24 07:34:29;ch:1:sloid:91438;Zürich, Buchzelgstrasse;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:91438:1;91438;85;2019-07-21;2099-12-31;Bus 91;;;;;;1;0;;;;;;;;;;85914382;2019-07-24 07:34:28;ch:1:sloid:91438;Zürich, Buchzelgstrasse;100648;849;VBZ;VBZ;VBZ;VBZ
ch:1:sloid:92713:0:377382;92713;85;2020-01-06;2099-12-31;;favr03;11;12;227;;0;0;2503842.4;1116780.22;-9999;503843.0;116780.0;-9999;6.19298265;46.19559639;-9999;85927137;2019-12-06 08:15:25;ch:1:sloid:92713;Chêne-Bourg, Place Favre;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92713:0:426312;92713;85;2020-01-06;2099-12-31;;favr02;20;14;28;;0;0;2503848.4;1116779.22;-9999;503849.0;116779.0;-9999;6.19306057;46.19558825;-9999;85927137;2019-12-06 08:15:24;ch:1:sloid:92713;Chêne-Bourg, Place Favre;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92713:0:526890;92713;85;2020-01-06;2099-12-31;;favr01;52;15;303;;0;0;2503770.41;1116788.22;-9999;503771.0;116788.0;-9999;6.19204845;46.19565804;-9999;85927137;2019-12-06 08:15:23;ch:1:sloid:92713;Chêne-Bourg, Place Favre;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92713:0:649381;92713;85;2020-01-06;2099-12-31;;favr00;51;15;122;;0;0;2503801.4;1116762.22;-9999;503802.0;116762.0;-9999;6.19245532;46.19542863;-9999;85927137;2019-12-06 08:15:22;ch:1:sloid:92713;Chêne-Bourg, Place Favre;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92707:0:678090;92707;85;2020-01-06;2099-12-31;;deha01;10;0;229;;0;0;2504161.4;1117246.21;-9999;504162.0;117246.0;-9999;6.19701873;46.19983324;-9999;85927079;2019-12-06 08:15:05;ch:1:sloid:92707;Chêne-Bourg, De Haller;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92707:0:233352;92707;85;2020-01-06;2099-12-31;;deha00;13;0;49;;0;0;2504163.4;1117240.21;-9999;504164.0;117240.0;-9999;6.19704587;46.19977957;-9999;85927079;2019-12-06 08:15:04;ch:1:sloid:92707;Chêne-Bourg, De Haller;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87081:0:602404;87081;85;2020-01-06;2099-12-31;;pevi00;20;21;226;;0;0;2496006.32;1112543.14;-9999;496007.0;112543.0;-9999;6.09243313;46.15632062;-9999;85870816;2019-12-06 08:07:45;ch:1:sloid:87081;Perly, village;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87081:0:505632;87081;85;2020-01-06;2099-12-31;;pevi03;20;21;50;;0;0;2496027.32;1112544.14;-9999;496028.0;112544.0;-9999;6.0927047;46.15633286;-9999;85870816;2019-12-06 08:07:46;ch:1:sloid:87081;Perly, village;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93048:0:507951;93048;85;2020-01-06;2099-12-31;;pema02;15;21;70;;0;0;2495815.32;1112442.14;-9999;495816.0;112442.0;-9999;6.08998359;46.15538264;-9999;85930487;2019-12-06 08:29:29;ch:1:sloid:93048;Perly, mairie;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93048:0:443216;93048;85;2020-01-06;2099-12-31;;pema00;15;21;250;;0;0;2495815.32;1112450.14;-9999;495816.0;112450.0;-9999;6.0899818;46.15545459;-9999;85930487;2019-12-06 08:29:28;ch:1:sloid:93048;Perly, mairie;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93044:0:7196;93044;85;2020-01-06;2099-12-31;;foln01;15;13;241;;0;0;2495343.31;1112460.14;-9999;495344.0;112460.0;-9999;6.0838707;46.15547126;-9999;85930446;2019-12-06 08:29:17;ch:1:sloid:93044;Certoux, Foulon;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93044:0:840367;93044;85;2020-01-06;2099-12-31;;foln00;15;13;61;;0;0;2495374.31;1112472.14;-9999;495375.0;112472.0;-9999;6.08426923;46.15558401;-9999;85930446;2019-12-06 08:29:16;ch:1:sloid:93044;Certoux, Foulon;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93045:0:898784;93045;85;2020-01-06;2099-12-31;;cetx00;20;0;43;;0;0;2495184.31;1112527.14;-9999;495185.0;112527.0;-9999;6.08179781;46.15604912;-9999;85930453;2019-12-06 08:29:19;ch:1:sloid:93045;Certoux, village;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93045:0:521626;93045;85;2020-01-06;2099-12-31;;cetx01;20;10;223;;0;0;2495170.31;1112520.14;-9999;495171.0;112520.0;-9999;6.08161819;46.15598398;-9999;85930453;2019-12-06 08:29:20;ch:1:sloid:93045;Certoux, village;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:95034:0:68142;95034;85;2020-01-06;2099-12-31;;ravi00;20;15;219;;0;0;2496125.32;1112386.14;-9999;496126.0;112386.0;-9999;6.09400819;46.15492689;-9999;85950345;2019-12-06 08:40:02;ch:1:sloid:95034;Perly, Ravières;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:95034:0:802959;95034;85;2020-01-06;2099-12-31;;ravi01;20;15;39;;0;0;2496151.32;1112402.14;-9999;496152.0;112402.0;-9999;6.09434114;46.15507481;-9999;85950345;2019-12-06 08:40:03;ch:1:sloid:95034;Perly, Ravières;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93046:0:393918;93046;85;2020-01-06;2099-12-31;;pedo01;15;15;40;;0;0;2495892.32;1112106.14;-9999;495893.0;112106.0;-9999;6.09105497;46.15237244;-9999;85930461;2019-12-06 08:29:22;ch:1:sloid:93046;Perly, douane;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93046:0:553556;93046;85;2020-01-06;2099-12-31;;pedo00;15;15;219;;0;0;2495879.32;1112105.14;-9999;495880.0;112105.0;-9999;6.09088695;46.15236143;-9999;85930461;2019-12-06 08:29:21;ch:1:sloid:93046;Perly, douane;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93047:0:406260;93047;85;2020-01-06;2099-12-31;;loch03;20;15;60;;0;0;2496419.32;1112752.14;-9999;496420.0;112752.0;-9999;6.09773211;46.15826413;-9999;85930479;2019-12-06 08:29:27;ch:1:sloid:93047;Perly, En Louche;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93047:0:748874;93047;85;2020-01-06;2099-12-31;;loch02;15;12;219;;0;0;2496344.32;1112638.14;-9999;496345.0;112638.0;-9999;6.09678666;46.15722723;-9999;85930479;2019-12-06 08:29:25;ch:1:sloid:93047;Perly, En Louche;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93047:0:887253;93047;85;2020-01-06;2099-12-31;;loch01;20;10;240;;0;0;2496285.32;1112687.14;-9999;496286.0;112687.0;-9999;6.09601217;46.15765886;-9999;85930479;2019-12-06 08:29:24;ch:1:sloid:93047;Perly, En Louche;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93047:0:423834;93047;85;2020-01-06;2099-12-31;;loch00;25;13;40;;0;0;2496396.32;1112682.14;-9999;496397.0;112682.0;-9999;6.09744993;46.15763098;-9999;85930479;2019-12-06 08:29:23;ch:1:sloid:93047;Perly, En Louche;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87051:0:918126;87051;85;2020-01-06;2099-12-31;;conf01;20;15;37;;0;0;2495426.3;1114443.16;-9999;495427.0;114443.0;-9999;6.0845011;46.17331993;-9999;85870519;2019-12-06 08:05:43;ch:1:sloid:87051;Confignon, mairie;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87051:0:804854;87051;85;2020-01-06;2099-12-31;;conf00;15;10;216;;0;0;2495437.3;1114469.16;-9999;495438.0;114469.0;-9999;6.0846377;46.1735555;-9999;85870519;2019-12-06 08:05:42;ch:1:sloid:87051;Confignon, mairie;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92756:0:354806;92756;85;2020-01-06;2099-12-31;;ccvt00;10;10;215;;0;0;2495274.3;1114322.16;-9999;495275.0;114322.0;-9999;6.08256032;46.17220793;-9999;85927566;2019-12-06 08:17:10;ch:1:sloid:92756;Confignon, Croix-de-Chavant;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92756:0:328962;92756;85;2020-01-06;2099-12-31;;ccvt01;20;12;30;;0;0;2495266.3;1114294.16;-9999;495267.0;114294.0;-9999;6.08246303;46.17195484;-9999;85927566;2019-12-06 08:17:11;ch:1:sloid:92756;Confignon, Croix-de-Chavant;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92758:0:576179;92758;85;2020-01-06;2099-12-31;;dode01;59;22;57;;0;0;2496301.32;1115303.18;-9999;496302.0;115303.0;-9999;6.09563888;46.18119065;-9999;85927582;2019-12-06 08:17:16;ch:1:sloid:92758;Confignon, La Dode;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92758:0:723642;92758;85;2020-01-06;2099-12-31;;dode00;62;22;237;;0;0;2496148.32;1115221.18;-9999;496149.0;115221.0;-9999;6.09367592;46.18042952;-9999;85927582;2019-12-06 08:17:15;ch:1:sloid:92758;Confignon, La Dode;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87386:0:561527;87386;85;2020-01-06;2099-12-31;;crco03;10;15;25;;0;0;2495752.3;1114963.18;-9999;495753.0;114963.0;-9999;6.08860577;46.1780477;-9999;85873869;2019-12-06 08:08:42;ch:1:sloid:87386;Confignon, croisée;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87386:0:562718;87386;85;2020-01-06;2099-12-31;;crco05;25;13;265;;0;0;2495716.3;1115029.18;-9999;495717.0;115029.0;-9999;6.08812491;46.17863575;-9999;85873869;2019-12-06 08:08:44;ch:1:sloid:87386;Confignon, croisée;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87386:0:534919;87386;85;2020-01-06;2099-12-31;;crco04;20;15;106;;0;0;2495728.3;1114999.18;-9999;495729.0;114999.0;-9999;6.08828699;46.17836777;-9999;85873869;2019-12-06 08:08:43;ch:1:sloid:87386;Confignon, croisée;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87386:0:530792;87386;85;2020-01-06;2099-12-31;;crco02;20;15;189;;0;0;2495744.3;1114966.18;-9999;495745.0;114966.0;-9999;6.08850152;46.17807344;-9999;85873869;2019-12-06 08:08:41;ch:1:sloid:87386;Confignon, croisée;100680;881;TPG;TPG;TPG;TPG
